date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,y
25.01.20 3:00,"22,29","110,42","114,4","276,5","31,43","442,07","1,37","50,46","59,71","54,92","33,55","53,06","55,88","49,92","81,41","51,83","3,98","2,38","0,5","4,6","1,71","16,71","-9,27","-8,44","43,6","0,14","-2,08","-0,36","-0,01","1,87","4,42","4,5","4,5","4,09","4,85","4,7","68,42","210,95","230,64","232,78","22,48","98,02","81,42","1,02","1,87","0,75","1,41","943,09","64,81","59,7","71,09","67,04","59,84","71,65","124,73","63,03",-2,"747,53",92,"3,97","233,21","25,79"
25.01.20 4:00,"22,29","110,39","114,4","276,5","31,35","442,04","1,37","50,44","60,64","54,52","33,84","53,21","55,92","48,5","81,2","51,99","3,98","2,38","0,5","4,52","1,71","16,7","-9,26","-8,44","42,43","0,14","-1,94","-0,32","-0,01","1,87","4,41","4,46","4,46","4,02","4,89","4,67","68,42","210,76","230,44","232,73","21,58","97,35","81,63","1,12","1,87","0,75","1,41","946,32","64,93","59,67","71,09","66,99","59,77","71,41","124,88","63,08",-2,"747,29","90,96","4,95","258,52","26,02"
25.01.20 5:00,"22,29","110,37","114,4","276,5","31,38","441,97","1,39","50,42","61,32","55,35","33,82","53,27","55,89","47,07","80,84","52,17","3,98","2,38","0,5","4,44","1,7","16,68","-9,27","-8,43","41,27","0,14","-1,78","-0,28","-0,01","1,87","4,32","4,43","4,43","3,95","4,86","4,6","68,39","210,84","230,59","232,76","20,08","98,12","81,66","1,17","1,87","0,75","1,41","944,72","64,82","59,48","70,95","67,03","59,88","70,89","123,96","63,06","-2,76","747,71","86,53","6,78","285,88","26,06"
25.01.20 6:00,"22,29","110,39","114,4","276,5","31,51","441,96","1,39","50,4","62,12","55,11","33,86","53,25","55,87","45,65","80,46","52,06","3,98","2,38","0,5","4,35","1,7","16,66","-9,31","-8,49","40,66","0,14","-1,72","-0,27","-0,01","1,87","4,41","4,55","4,55","3,99","4,87","4,7","68,44","210,81","230,5","232,81","19,21","98,38","81,77","1,15","1,87","0,75","1,41","949,15","64,77","59,36","70,91","67,21","60,03","71,99","123,39","62,98","-4,17","748,37","87,31","6,38","294,98","25,98"
25.01.20 7:00,"22,29","110,55","114,4","276,5","31,39",442,"1,41","50,41","62,79","54,4","33,68","53,28","55,87","44,22","79,92","52,06","3,98","2,38","0,5","4,28","1,7","16,64","-9,34","-8,53","40,42","0,14","-1,73","-0,27","-0,01","1,87","4,43","4,58","4,58",4,"4,91","4,63","68,34","210,63","230,17","232,86","18,6","98,93","81,63","1,12","1,87","0,75","1,41","946,84","64,87","59,32","70,96","67,2","59,95","72,31","123,15","63,01","-5,17","749,03",83,"6,04","290,03","26,02"
25.01.20 8:00,"22,29","110,73","114,4","276,5","31,31","441,88","1,38","50,42","63,78","55,92","33,6","53,19","55,8","42,8","79,29","51,82","3,98","2,38","0,5","4,21","1,7","16,62","-9,39","-8,6","40,19","0,14","-1,67","-0,25","-0,01","1,87","4,44","4,72","4,72","4,01","4,92","4,64","68,29","210,7","230,4","232,91","17,77","99,22","81,59","1,16","1,87","0,75","1,41","946,95","64,73","59,46","70,98","67,32",60,"73,21","122,64",63,"-6,09","749,69",85,6,"289,75","25,95"
25.01.20 9:00,"22,29","110,9","114,4","276,5","31,33","441,92","1,37","50,44","64,74","55,34","33,77","53,19","55,87","41,37","78,84","51,97","3,98","2,38","0,5","4,38","1,7","16,61","-9,42","-8,62","39,95","0,14","-1,64","-0,22","-0,01","1,87","4,59","4,91","4,91","4,2","4,95","4,59","67,85","210,77","230,43","232,96","17,02","100,44","81,44","1,17","1,87","0,76","1,41","947,42","64,81","59,53","71,08","67,27","59,87","71,12","121,55","62,98","-7,86","750,35",85,6,"279,82","26,12"
25.01.20 10:00,"22,29","111,08","114,4","280,23","31,61","442,08","1,39","50,44","65,81","55,03","33,99","52,99","55,81","39,95","78,89","52,14","3,98","2,38","0,5","4,67","1,7","16,59","-9,73","-8,88","40,28","0,14","-1,84","-0,19","-0,01","1,89","4,57","4,96","4,96","4,2","4,95","4,37","68,78","210,5","230,56","233,02","15,97","101,58","82,24","1,3","1,89","0,76","1,41","948,44","64,83","59,18","70,83","67,45","60,12","72,62","120,9","63,12","-8,66","751,01","87,37","5,49","257,46","26,31"
25.01.20 11:00,"22,29","111,25","114,4",281,"31,68","441,98","1,4","50,57","66,43","55,46","33,81","52,98","55,82","38,52","78,66","51,93","3,98","2,38","0,5","4,62","1,7","16,57","-9,82","-8,96","41,48","0,14","-1,85","-0,25","-0,01","1,9","4,65","4,81","4,81","4,22","4,86","4,26","69,42","211,17","230,85","233,07","17,05","101,1","82,53","1,03","1,9","0,76","1,41","948,89","64,74","58,91","70,63","67,6","60,21","73,4","119,01","63,1",-9,"751,67",85,"4,22",240,"26,1"
25.01.20 12:00,"22,29","111,43","114,53",281,"31,77","441,94","1,37","50,53","67,61","54,54","33,79","52,85","55,76","37,09","78,23","51,79","3,98","2,38","0,5","4,55","1,7","16,54","-9,9","-9,02","42,69","0,14","-1,89","-0,19","-0,01","1,9","4,68","4,88","4,88","4,26","4,96","4,25","69,46","210,74","230,58","233,12","17,53","101,32","82,53","1,06","1,9","0,76","1,41","948,37","64,78","59,15","70,68","67,33","60,24","73,28","119,68","63,02","-9,12","752,3","80,63","5,43","239,46","25,92"
25.01.20 13:00,"22,29","111,6","114,8",281,"31,67","442,08","1,37","50,45","68,66","55,25","33,84","52,83","55,83","35,66","77,93",52,"3,98","2,38","0,5","4,49","1,69","16,49","-9,93","-9,05","43,87","0,14","-1,74","-0,18","-0,01","1,9","4,66","4,76","4,76","4,22","4,91","4,14","69,55","210,65","230,43","233,15","17,12","100,79","82,64","1,11","1,9","0,76","1,41","948,76","64,73","59,13","70,77","67,47","60,3","73,87","120,75","63,15","-9,38","752,55",78,"5,85","229,62","26,03"
25.01.20 14:00,"22,29","111,7","114,8",281,"31,7","441,93","1,38","50,44","69,74","54,64","33,61","52,82","55,82","34,22","77,59","52,11","3,98","2,38","0,5","4,42","1,69","16,45","-9,92","-9,07","44,2","0,14","-1,75","-0,21","-0,01","1,9","4,69","4,82","4,82","4,26","4,93","4,21","69,59","210,66","230,45","233,16","17,36","99,8","82,58","1,11","1,9","0,76","1,41","950,01","64,88","59,17","70,81","67,32","60,28","73,48","120,91","63,04","-8,46","752,69",78,6,"224,68","26,06"
25.01.20 15:00,"22,29","111,61","114,8",281,"31,68","441,89","1,39","50,43","70,87","55,25","33,85","52,82","55,83","32,78","77,31","52,03","3,98","2,38","0,5","4,35","1,69","16,41","-9,95","-9,1","44,15","0,14","-1,64","-0,22","-0,01","1,9","4,7","4,81","4,81","4,2","4,92","4,17","69,66","210,68","230,57","233,18","17,07","99,69","82,58","1,04","1,9","0,76","1,41","949,77","64,75","59,35","70,85","67,48","60,29","73,67","120,89","62,88",-8,"752,83","72,29",6,"224,57","26,02"
25.01.20 16:00,"22,29","111,51","114,8",281,"31,73","442,04","1,39","50,43",72,"55,13","33,5","52,8","55,8","31,35","76,95","51,94","3,98","2,38","0,5","4,28","1,69","16,38","-9,92","-9,07","44,1","0,14","-1,69","-0,23","-0,01","1,9","4,74","4,79","4,79","4,31","4,95","4,27","69,82","210,27","230,21","233,2","17,12","99,55","82,81","1,05","1,9","0,76","1,41","947,47","64,66","59,03","70,88","67,72","60,33","73,25","121,38","62,93",-8,"752,97",72,"5,9","214,57","26,27"
25.01.20 17:00,"22,29","111,4","114,8",281,"31,78","441,91","1,38","50,42","73,1","54,71","33,71","52,75","55,83","29,91","76,62","51,97","3,98","2,39","0,5","4,36","1,69","16,41","-9,87","-9,03","44,24","0,13","-1,7","-0,17","-0,01","1,9","4,68","4,75","4,75","4,28","4,96","4,1","69,93","210,5","230,31","233,21","15,72","100,21","82,91","1,06","1,9","0,76","1,41","947,18","64,8","59,26","70,91","67,41","60,25","72,29","121,13",63,-8,"753,11",72,"5,76","210,99","26,11"
25.01.20 18:00,"22,29","111,3","114,8",281,"31,77","441,79","1,38","50,41","74,2","54,93","33,71","52,71","55,8","28,47","76,26","51,98","3,98","2,38","0,5","5,15","1,7","16,43","-9,89","-9,03","44,56","0,13","-1,76","-0,14","-0,01","1,9","4,7","4,86","4,86","4,37","4,98","4,22","69,93","209,99","230,42","233,23","15,11","100,31","82,81","1,01","1,9","0,76","1,41","946,27","64,73","59,08","70,95","67,51","60,13","71,65","120,81","63,02","-13,4","754,95","90,07","5,62","212,81","26,02"
25.01.20 19:00,"22,29","111,2","114,8",281,"31,75","442,11","1,38","50,4","74,97","55,46","34,01","52,65","55,75","27,04","75,91","52,02","3,98","2,38","0,5","5,07","1,7","16,45","-9,92","-9,06","44,88","0,13","-1,71","-0,1","-0,01","1,9","4,75","4,91","4,91","4,38","4,98","4,22","69,9","210,39","230,35","233,25","14,86","100,5","82,7","1,04","1,9","0,76","1,41","947,6","64,47","58,85","70,45","67,14","59,9","71,83","120,43","62,95","-14,07","755,26","92,67","5,48","215,51","25,9"
25.01.20 20:00,"22,29","111,09","114,8",281,"31,77","442,07","1,4","50,4","74,72","54,94","33,84","52,58","55,82","25,6","75,6","52,05","3,98","2,38","0,5","4,99","1,7","16,48","-9,91","-9,07","45,15","0,13","-1,64","-0,1","-0,01","1,9","4,76","4,92","4,92","4,45","5,02","4,27","69,87","210,61","230,4","233,26","14,32","100,96","82,83","1,02","1,9","0,76","1,41","945,86","64,34","58,64","70,46","66,94","59,79","72,3","121,55","62,98","-14,45","756,19","92,41","5,34","222,14","25,92"
25.01.20 21:00,"22,29","110,99","114,8",281,"31,73","441,92","1,4","50,4","73,32","55,28","33,58","52,46","55,89","24,17","75,33","52,02","3,98","2,38","0,5","4,92","1,7","16,5","-9,91","-9,05","45,22","0,13","-1,62","-0,18","-0,01","1,9","4,75","4,95","4,95","4,39","4,98","4,38","70,09","210,37","230,04","233,16","13,83","101,18","82,9","0,96","1,9","0,76","1,41","944,42","64,05","58,46","70,18","67,14","59,87","72,46","121,66","62,94","-14,45","756,19","92,16","5,2","221,84","25,99"
25.01.20 22:00,"22,29","110,94","114,8",281,"31,75","441,99","1,39","50,41","71,72","55,05","33,79","52,45","55,9","22,75","74,98","51,95","3,98","2,38","0,5","4,83","1,7","16,52","-9,96","-9,12","45,27","0,13","-1,62","-0,05","-0,01","1,9","4,76","4,89","4,89","4,4","5,02","4,45",70,"210,08","230,02","233,03","13,3","101,87","82,73","1,08","1,9","0,75","1,41","946,18","64,19","58,54","70,32","66,91","59,58","72,86","122,03","63,11","-14,89","756,19","91,91","5,06","220,83","25,88"
25.01.20 23:00,"22,29","111,01","114,8",281,"31,69","441,94","1,39","50,43","70,11","54,61","33,78","52,4","55,84","21,32","74,57","51,99","3,98","2,38","0,5","4,76","1,7","16,55","-10,03","-9,22","45,31","0,13","-1,31","-0,01","-0,01","1,9","4,74","4,85","4,85","4,33","4,96","4,5","69,9","209,78","229,88","232,9","12,01","102,42","82,86","0,91","1,9","0,75","1,41","946,92","64,23","58,55","70,38","67,15","59,67","72,7","122,88","63,1","-15,2","756,19","91,66","4,99","219,82","25,88"
26.01.20 0:00,"22,29","111,07","114,8",281,"31,78","442,02","1,39","50,44","68,67","55,07","33,69","52,49","55,9","19,89","74,23","51,94","3,98","2,38","0,5","4,68","1,7","16,54","-9,99","-9,15","45,36","0,13","-1,46","0,03","-0,01","1,9","4,75","4,82","4,82","4,26","4,96","4,61","70,02","209,96","229,84","232,78","11,74","102,59","82,83","1,02","1,9","0,75","1,41","945,61","64,31","58,67","70,42",67,"59,72","72,33","122,25","62,98","-15,28","756,19","91,41","4,99","218,81","25,96"
26.01.20 1:00,"22,29","111,14","114,8",281,"31,75","441,94","1,39","50,44","68,26","55,04","33,8","52,41","55,84","18,42","73,88","52,01","3,98","2,38","0,5","4,76","1,7","16,48","-9,93","-9,1","45,41","0,13","-1,59","0,02","-0,01","1,9","4,79","4,91","4,91","4,25",5,"4,56","69,73","210,17","230,05","232,65","11,67","103,08","82,48","0,98","1,9","0,75","1,41","946,18","64,26","58,84","70,72","66,87","59,53","72,17","122,6","62,95","-13,81","756,19","91,15","5,14","217,8","25,9"
26.01.20 2:00,"22,29","111,21","114,8",281,"31,6","441,97","1,4","50,44","68,19","55,84","33,75","52,42","55,9","17,01","73,51",52,"3,98","2,38","0,5","4,72","1,7","16,42","-9,95","-9,16","45,58","0,13","-1,51","-0,02","-0,01","1,9","4,82","4,97","4,97","4,33","4,98","4,53","69,65","210,27","229,99","232,52","12,29","102,98","82,61","1,13","1,9","0,76","1,41","948,92","64,28","58,76","70,7","67,1","59,45","72,29","121,91","63,13","-12,06","756,19","91,13","6,01","216,79",26
26.01.20 3:00,"22,29","111,28","114,8",281,"31,69","441,92","1,39","50,44","68,29","55,15","33,72","52,38","55,89","15,57","73,14","51,99","3,98","2,38","0,5","4,69","1,7","16,36","-10,04","-9,25","45,83","0,13","-1,44","-0,02","-0,01","1,9","4,84","5,05","5,05","4,43","4,87","4,4","69,49","206,89","229,79","232,39","11,91","103,16","82,64",1,"1,9","0,76","1,41","946,56","64,28","58,8","70,57","67,13","59,63","71,97","120,38","62,96","-12,04","756,19","91,44","6,13","215,78","26,16"
26.01.20 4:00,"22,29","111,35","114,8",281,"31,67","442,06","1,39","50,44","68,31","54,35","33,85","52,37","55,86","14,1","72,93","52,05","3,98","2,38","0,5","4,66","1,7","16,37","-9,9","-9,12","46,07","0,13","-2,07","-0,28","-0,01","1,9","4,79","5,01","5,01","4,39","4,93","4,22","69,59","209,9","229,9","232,28","11,84","103,11","82,68","0,96","1,9","0,76","1,41","946,45","64,22","58,71","70,56","67,17","59,66","71,71","121,05","62,97","-12,02","756,19","91,75","6,16","213,73","25,85"
26.01.20 5:00,"22,29","111,41","114,8",281,"31,67","442,15","1,41","50,44","68,44","55,12",34,"52,35","55,88","12,64","72,76","52,06","3,98","2,38","0,5","4,62","1,7","16,4","-9,95","-9,22","46,31","0,13","-2,4","-0,28","-0,01","1,9","4,71","4,86","4,86","4,32",5,"4,14","69,58",210,"230,13","232,35","11,75","102,23","82,53","0,9","1,9","0,76","1,41","946,59","64,25","58,81","70,39","67,02","59,65","71,88","120,46","62,99","-12,68","755,23","83,55","5,64","195,62","25,97"
26.01.20 6:00,"22,29","111,46","114,8",281,"31,68","441,95","1,4","50,44","68,56","55,14","33,8","52,32","55,89","11,39","72,63","51,93","3,98","2,38","0,5","4,59","1,7","16,44","-9,92","-9,11","46,47","0,13","-1,79","-0,5","-0,01","1,9","4,75","4,94","4,94","4,37","5,18","4,25","69,83","209,93","229,96","232,46","13,72","101,48","82,64","0,88","1,9","0,76","1,41","946,05","64,29","58,7","70,44","67,02","59,63","72,09","121,91","63,01","-11,88","754,69","83,97","5,43","186,19","26,04"
26.01.20 7:00,"22,29","111,46","114,8",281,"31,66","442,09","1,39","50,4","68,64","54,68","33,77","52,26","55,89","10,04","72,55","51,93","3,98","2,38","0,5","4,55","1,7","16,48","-9,98","-9,17","46,52","0,12","-1,54","-0,27","-0,01","1,9","4,75","5,01","5,01","4,29","5,08","4,17","69,96","209,63","229,96","232,57","14,67","101,34","82,85","0,96","1,9","0,76","1,41","946,36","64,37","58,85","70,53","67,03","59,78","71,32","120,86","63,03",-10,"754,69","79,23","6,05","209,05",26
26.01.20 8:00,"22,29","111,46","114,8",281,"31,68","442,12","1,39","50,33","68,69","54,83","33,96","52,24","55,92","8,58","72,4","52,02","3,98","2,38","0,5","4,52","1,7","16,52","-10,04","-9,22","46,59","0,12","-1,58","-0,32","-0,01","1,9","4,83","5,06","5,06","4,32","5,02","4,28","69,93","208,32","230,22","232,69","14,51","101,51","82,99",1,"1,9","0,76","1,41","945,11","64,44","58,65","70,64","67,19","59,66","71,62","121,3","63,06",-10,"754,69",85,"6,74","200,02","25,96"
26.01.20 9:00,"22,29","111,46","114,8",281,"31,7","441,91","1,4","50,3","68,76","55,03","33,89","52,34","55,9","7,12","72,16","52,04","3,98","2,38","0,5","4,49","1,7","16,55",-10,"-9,17","46,67","0,12","-1,64","-0,31","-0,01","1,9","4,81","5,08","5,08","4,31","5,06","4,29","70,04","209,69","229,97","232,8","14,52","101,66","83,02","1,24","1,9","0,76","1,41","943,82","64,64","58,96","70,58","66,74","59,57","72,65","121,18","63,12","-9,91","754,69",85,"7,45","200,35","25,83"
26.01.20 10:00,"22,29","111,46","116,53","278,11","31,71","442,01","1,4","50,35","68,8","54,66","34,02","52,52","55,8","6,26","71,95","52,01","3,98","2,38","0,5","4,45","1,7","16,59","-9,98","-9,17","46,75","0,12","-1,62","-0,37","-0,01","1,87","4,79","5,1","5,1","4,35","5,03","4,27","70,12","209,93","229,98","232,92","15,25","101,1","82,96","1,25","1,87","0,76","1,41","944,87","64,61","58,79","70,66","66,86","59,5","72,2","121,76","63,15",-9,"754,69",85,"7,97","209,38","25,76"
26.01.20 11:00,"22,29","111,46","116,6",278,"31,71","441,94","1,41","50,41","66,43","55,41","34,05","52,53","55,8","20,9","71,8","52,01","3,98","2,38","0,5","4,42","1,7","16,63","-10,07","-9,23","46,99","0,12","-1,87","-0,33","-0,01","1,83","4,8","5,11","5,11","4,35","4,91","4,32","70,14","210,13","230,07","233,03","16,31","101,12","82,79","1,17","1,83","0,76","1,41","944,21","64,49","58,96","70,77","66,84","59,63","71,19","121,71","63,18","-8,41","754,69",85,8,"201,19","25,72"
26.01.20 12:00,"22,29","111,46","116,6",278,"30,11","441,96","1,4","50,46","60,06","55,57","33,95","52,43","55,76","58,51","71,6","52,01","3,98","2,38","0,5","4,38","1,7","16,62","-10,06","-9,2","47,49","0,12","-1,95","-0,34","-0,01","1,83","4,79","5,04","5,04","4,34","4,92","4,32","70,4","210,47","230,23","233,13","17,14","100,1",83,"1,08","1,83","0,76","1,41","944,62","64,43","58,84","70,68","67,05","59,66","71,22","122,44","62,93","-7,83","754,69","83,99","8,02","210,86","25,69"
26.01.20 13:00,"22,29","111,44","116,6",278,"31,72","441,99","1,39","50,49","55,45","54,37","33,83","52,48","55,78","82,05","71,33",52,"3,98","2,38","0,5","4,35","1,7","16,6","-10,06","-9,23","47,4","0,12","-1,83","-0,27","-0,01","1,83","4,75","5,13","5,13","4,35","4,83","4,3","70,29","210,21","230,19","233,14","17,05",100,"83,03","1,05","1,83","0,76","1,41","944,73","64,42","58,87","70,51","66,94","59,73","71,11","120,72","63,18",-7,"754,69",79,"8,48","214,95","25,75"
26.01.20 14:00,"22,29","111,32","116,6",278,"31,69","441,9","1,39","50,47","53,31","55,13","33,92","52,49","55,81","80,63","71,15","51,99","3,98","2,38","0,5","4,28","1,7","16,58","-10,04","-9,21","46,88","0,12","-1,81","-0,29","-0,01","1,83","4,76","5,11","5,11","4,33","4,89","4,32","70,18","210,3","230,09","233,12","17,99","100,12","82,92","1,06","1,83","0,76","1,41","944,11","64,54","58,89","70,53","66,94","59,69","71,04","121,19","63,23",-7,"754,69",79,"7,07","204,17","25,79"
26.01.20 15:00,"22,29","111,31","116,6",278,"31,68","441,98","1,41","50,46","52,28","54,85","33,94","52,36","55,79","79,22","70,92","52,04","3,98","2,38","0,5","4,3","1,7","16,56","-9,96","-9,14","46,65","0,12","-2,44","-0,31","-0,01","1,83","4,78","4,98","4,98","4,36","4,87","4,31","70,22","210,26","230,34","233,1","18,87","99,55","82,84","1,2","1,83","0,76","1,41","945,16","64,37","58,64","70,46","67,04","59,71","72,26","120,78","63,04",-7,"754,69","82,99","7,19",200,"25,78"
26.01.20 16:00,"22,29","111,3","116,6",278,"31,67","442,07","1,4","50,44",52,"54,94","33,8","52,42","55,84","77,8","70,79",52,"3,98","2,38","0,5","4,73","1,7","16,54","-10,03","-9,27","46,44","0,12","-2,74","-0,27","-0,01","1,83","4,74","4,91","4,91","4,38","4,84","4,34","70,08","210,41","230,3","233,08","18,59","99,88","82,87","1,2","1,83","0,76","1,41","944,58","64,47","58,68","70,5","66,96","59,75","71,73","121,43","63,13","-7,14","754,69","87,31","7,32","197,52","25,75"
26.01.20 17:00,"22,29","111,29","116,6",278,"31,68","441,96","1,4","50,43","52,71","55,02","33,59","52,4","55,77","76,38","70,59","51,96","3,98","2,38","0,5","4,65","1,7","16,52","-9,98","-9,17","46,23","0,12","-2,51","-0,25","-0,01","1,83","4,75","4,91","4,91","4,33","4,83","4,28","69,99","210,51","230,38","233,06","17,36","100,81","82,87","1,17","1,83","0,75","1,41","944,16","64,5","58,86","70,59","67,12","59,75","71,05","121,61","63,14","-7,42","754,69",92,"7,45","189,3","25,82"
26.01.20 18:00,"22,29","111,28","116,6",278,"31,64","441,92","1,41","50,41","54,17","54,67","34,16","52,4","55,82","74,96","70,2","52,03","3,98","2,38","0,5","4,57","1,7","16,5","-10,04","-9,27","46,01","0,13","-2,82","-0,24","-0,01","1,83","4,67","4,82","4,82","4,27","4,81","4,26","69,95","210,6","230,47","233,04","16,82","100,67","82,88","1,16","1,83","0,75","1,41","945,07","64,38","58,71","70,6","66,93","59,61","66,97","121,08","63,13","-7,4","754,69",92,"7,57","188,17","25,7"
26.01.20 19:00,"22,29","111,28","116,6",278,"31,59","441,97","1,41","50,41","55,78","55,34","33,56","52,17","55,76","73,54","69,9","52,03","3,98","2,38","0,5","4,5","1,7","16,48","-10,18","-9,39","45,86","0,13","-3,05","-0,24","-0,01","1,83","4,69","4,89","4,89","4,28","4,81","4,29","69,76","210,58","230,52","233,02","17,21","100,09","82,65","1,14","1,83","0,75","1,41","944,8","64,37","58,67","70,49","67,02","59,64","67,81","121,26","63,02","-7,47","754,26",92,"7,7","187,04","25,88"
26.01.20 20:00,"22,29","111,27","116,6",278,"31,57","441,98","1,41","50,42","57,17","55,13","33,79","52,14","55,8","72,12","69,7","52,01","3,98","2,38","0,5","4,43","1,7","16,48","-10,23","-9,43","45,96","0,13","-3,13","-0,24","-0,01","1,83","4,67","4,91","4,91","4,28","4,84","4,21","69,72","209,96","230,09","233,01","17,44","100,13","82,64","1,15","1,83","0,75","1,41","943,26","64,26","58,72","70,56","67,02","59,71","67,1","120,55","63,04","-7,64","753,19",92,"7,83","185,91","26,12"
26.01.20 21:00,"22,29","111,26","116,6",278,"31,54","441,83","1,4","50,42","58,67","54,81","33,67","52,09","55,79","70,7","69,46","51,99","3,98","2,38","0,5","4,36","1,7","16,48","-10,26","-9,43","46,08","0,13","-3,21","-0,26","-0,01","1,83","4,71","4,99","4,99","4,32","4,85","4,2","69,54","209,85","229,91","233,02","17,98","99,95","82,29","1,1","1,83","0,75","1,41","943,64","64,22","58,57","70,55","67,03","59,65","64,31","120,33","62,95","-7,15","752,12","91,49","7,95","175,21","25,92"
26.01.20 22:00,"22,29","111,26","116,6",278,"31,61","442,03","1,4","50,43","60,26","54,82","33,87","52,06","55,79","69,28","69,21","52,01","3,98","2,38","0,5","4,28","1,7","16,48","-10,26","-9,47","46,2","0,13","-3,2","-0,26","-0,01","1,83","4,66",5,5,"4,3","4,83","4,18","69,7","209,88","229,81","233,04","18,02","100,29","82,51","1,02","1,83","0,75","1,41","943,79","64,35","58,73","70,56","66,86","59,65","63,86","120,86","62,99",-6,"750,63","88,42",8,170,"25,82"
26.01.20 23:00,"22,29","111,28","116,6",278,"31,64","441,89","1,41","50,44","61,64","55,13","33,92","51,96","55,78","67,87","68,97","52,07","3,98","2,38","0,5","4,2","1,7","16,48","-10,28","-9,52","46,29","0,13","-3,33","-0,25","-0,01","1,83","4,64","4,95","4,95","4,23","4,83","4,18","69,76","209,76","229,77","233,06","17,88","100,57","82,72","1,13","1,83","0,75","1,41","943,13","64,26","58,65","70,33","66,73","59,72","63,42","120,86","63,07",-6,"749,6","95,88",8,170,"25,92"
27.01.20 0:00,"22,29","111,31","116,6",278,"31,61","442,09","1,41","50,44","63,15","55,64","33,92","51,99","55,81","66,45","68,82","52,05","3,98","2,38","0,5","4,44","1,7","16,48","-10,25","-9,42","46,31","0,13","-3,28","-0,25","-0,01","1,83","4,6","4,89","4,89","4,15","4,78","4,16","69,72","208,1","229,74","233,08","17,17","100,13","82,58","1,1","1,83","0,75","1,41","945,93","64,23","58,7","70,52","66,91","59,69","63,28","121,11","62,99","-5,43","748,58","95,46",8,"170,74","25,93"
27.01.20 1:00,"22,29","111,33","116,6",278,"31,58","442,09","1,42","50,45","64,62","54,77","33,99","52,01","55,78","65,03","68,7","52,02","3,98","2,38","0,5","4,67","1,7","16,48","-10,2","-9,41","46,34","0,13","-3,25","-0,28","-0,01","1,83","4,55","4,79","4,79","4,14","4,76","4,19","69,77","209,3","229,81","233,1","17,22",100,"82,61","1,08","1,83","0,75","1,41","947,6","64,29","58,74","70,39","66,59","59,74","63,28","120,15","62,96",-5,"747,59","92,52",8,"179,93","25,75"
27.01.20 2:00,"22,29","111,35","116,6",278,"31,52","442,1","1,41","50,45","65,94","55,38","33,92","51,94","55,81","63,62","68,55","51,98","3,98","2,38","0,5","4,6","1,7","16,48","-10,18","-9,37","46,37","0,13","-3,26","-0,26","-0,01","1,83","4,56","4,83","4,83","4,1","4,72","4,13","69,69","209,53","229,51","233,12","16,82","99,18","82,36","1,08","1,83","0,75","1,41","947,19","64,36","58,67","70,34","66,62","59,71","63,16","120,44","62,91",-5,"746,61",100,8,180,"25,77"
27.01.20 3:00,"22,29","111,38","116,6",278,"31,54","442,07","1,41","50,46","67,46","54,48","33,66","51,99","55,83","62,15","68,38","51,97","3,98","2,38","0,5","4,54","1,69","16,47","-10,17","-9,39","46,6","0,13","-3,34","-0,29","-0,01","1,83","4,52","4,72","4,72","4,09","4,75","4,08","69,9","208,56","229,65","233,14","17,33","98,63","82,53","1,11","1,83","0,75","1,41","947,16","64,56","58,81","70,55","66,84","59,92","64,86","121,45","62,86","-4,35","745,62","95,33",8,180,"25,72"
27.01.20 4:00,"22,29","111,4","116,6",278,"31,54","442,03","1,41","50,46","68,82","55,28","33,78","52,12","55,81","60,75","68,15","51,97","3,98","2,38","0,5","4,47","1,69","16,46","-9,98","-9,19","46,98","0,14","-3,07","-0,26","-0,01","1,83","4,45","4,69","4,69","4,04","4,74","4,06","70,01","207,84","229,63","233,16","17,71","97,09","82,6","1,07","1,83","0,75","1,41","946,72","64,67","59,01","70,81",67,"60,18","62,76","121,57","62,91",-4,"744,63",100,8,"180,69","25,73"
27.01.20 5:00,"22,29","111,42","116,6",278,"31,52","441,91","1,41","50,47","70,23","54,73","33,65","52,29","55,84","59,32","67,95","51,94","3,98","2,38","0,5","4,39","1,69","16,45","-9,77","-8,93","47,35","0,14","-2,76","-0,3","-0,01","1,83","4,45","4,64","4,64","4,03","4,77","4,1","70,31","208,22","229,66","233,17","18,2","95,79","82,33","1,02","1,83","0,75","1,41","947,3","64,76","59,1","70,82","66,98","60,17","61,94","121,16","62,99","-3,86","743,65","98,86",8,"189,92","25,67"
27.01.20 6:00,"22,29","111,48","116,6",278,"31,48","441,91","1,4","50,47","71,63","55,08","33,54","52,49","55,81","57,88","67,83","52,03","3,98","2,38","0,5","4,32","1,69","16,43","-9,69","-8,86","47,43","0,14","-2,54","-0,3","-0,01","1,83","4,42","4,61","4,61",4,"4,77","4,12","70,56","210,05","229,76","233,19","19,26","95,21","82,64","1,05","1,83","0,75","1,41","947,28","64,77","59,3","70,66","66,89","60,25","61,73","120,91","63,14",-3,"742,66","93,13",8,190,"25,8"
